PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,WTBDY_TYPE,NCCA_REG,LAT_DD,LON_DD,SAMPLE_TYPE,STATION_DEPTH,MEAN_SECCHI_DEPTH,REP,CLEAR_TO_BOTTOM,DISAPPEARS,REAPPEARS,SECCHI_TIME,SECCHI_COMMENT,NARS_FLAG,NARS_COMMENT,
4/24/2024,2011585,NGL_OH-10043,LEA20_OH-10055,1,6/4/2020,OH,GREAT_LAKES,Great Lakes,41.63992435,-83.19055536,SECC,4.6,0.67,3,N,0.7,0.6,10:41,,,,
4/24/2024,2011585,NGL_OH-10043,LEA20_OH-10055,1,6/4/2020,OH,GREAT_LAKES,Great Lakes,41.63992435,-83.19055536,SECC,4.6,0.67,1,N,0.7,0.6,10:41,,,,
4/24/2024,2011585,NGL_OH-10043,LEA20_OH-10055,1,6/4/2020,OH,GREAT_LAKES,Great Lakes,41.63992435,-83.19055536,SECC,4.6,0.67,2,N,0.8,0.6,10:41,,,,
4/24/2024,2011586,NGL_OH-10038,LEA20_OH-10050,1,6/4/2020,OH,GREAT_LAKES,Great Lakes,41.66161774,-83.16526832,SECC,6.6,1.78,1,N,1.8,1.7,11:18,,,,
4/24/2024,2011586,NGL_OH-10038,LEA20_OH-10050,1,6/4/2020,OH,GREAT_LAKES,Great Lakes,41.66161774,-83.16526832,SECC,6.6,1.78,3,N,1.9,1.8,11:18,,,,
4/24/2024,2011586,NGL_OH-10038,LEA20_OH-10050,1,6/4/2020,OH,GREAT_LAKES,Great Lakes,41.66161774,-83.16526832,SECC,6.6,1.78,2,N,1.8,1.7,11:18,,,,
4/24/2024,2011587,NCA_TX-10278,NCA20_TX-10043,1,6/4/2020,TX,MARINE,Gulf,29.61416962,-94.91473438,SECC,3,0.7,1,N,0.8,0.7,7:58,,,,
4/24/2024,2011587,NCA_TX-10278,NCA20_TX-10043,1,6/4/2020,TX,MARINE,Gulf,29.61416962,-94.91473438,SECC,3,0.7,3,N,0.7,0.6,7:58,,,,
4/24/2024,2011587,NCA_TX-10278,NCA20_TX-10043,1,6/4/2020,TX,MARINE,Gulf,29.61416962,-94.91473438,SECC,3,0.7,2,N,0.8,0.6,7:58,,,,
4/24/2024,2011588,NCA_TX-10288,NCA20_TX-10053,1,6/4/2020,TX,MARINE,Gulf,29.660431,-94.93207307,SECC,1.2,0.35,2,N,0.4,0.3,12:32,,,,
4/24/2024,2011588,NCA_TX-10288,NCA20_TX-10053,1,6/4/2020,TX,MARINE,Gulf,29.660431,-94.93207307,SECC,1.2,0.35,1,N,0.4,0.3,12:32,,,,
4/24/2024,2011588,NCA_TX-10288,NCA20_TX-10053,1,6/4/2020,TX,MARINE,Gulf,29.660431,-94.93207307,SECC,1.2,0.35,3,N,0.4,0.3,12:32,,,,
4/24/2024,2011589,NCA_TX-10295,NCA20_TX-10060,1,6/4/2020,TX,MARINE,Gulf,29.65951714,-94.79809801,SECC,3,0.35,2,N,0.4,0.3,8:05,,,,
4/24/2024,2011589,NCA_TX-10295,NCA20_TX-10060,1,6/4/2020,TX,MARINE,Gulf,29.65951714,-94.79809801,SECC,3,0.35,3,N,0.4,0.3,8:05,,,,
4/24/2024,2011589,NCA_TX-10295,NCA20_TX-10060,1,6/4/2020,TX,MARINE,Gulf,29.65951714,-94.79809801,SECC,3,0.35,1,N,0.4,0.3,8:05,,,,
4/24/2024,2011620,NGL_IN-10019,NPA20-08,1,6/7/2020,IN,GREAT_LAKES,Great Lakes,41.69963921,-87.07888596,SECC,19.2,,1,N,,,10:20,Secchi disc lost from clip.,Q,No measurement available,
4/24/2024,2011590,NGL_NY-10044,LEA20_NY-10022,1,6/5/2020,NY,GREAT_LAKES,Great Lakes,42.38422785,-79.53596789,SECC,12.9,3.2,3,N,3.1,3.3,11:51,,Q,Secchi reappears measurement greater than disappears measurement. Acceptable for NCCA use.,.Acceptable for NCCA use.
4/24/2024,2011590,NGL_NY-10044,LEA20_NY-10022,1,6/5/2020,NY,GREAT_LAKES,Great Lakes,42.38422785,-79.53596789,SECC,12.9,3.2,2,N,3.1,3.3,11:51,,Q,Secchi reappears measurement greater than disappears measurement. Acceptable for NCCA use.,
4/24/2024,2011591,NGL_NY-10048,LEA20_NY-10026,1,6/5/2020,NY,GREAT_LAKES,Great Lakes,42.43443056,-79.46226176,SECC,13.7,3.1,1,N,3.2,3,10:59,,,,
4/24/2024,2011591,NGL_NY-10048,LEA20_NY-10026,1,6/5/2020,NY,GREAT_LAKES,Great Lakes,42.43443056,-79.46226176,SECC,13.7,3.1,3,N,3.2,3,10:59,,,,
4/24/2024,2011591,NGL_NY-10048,LEA20_NY-10026,1,6/5/2020,NY,GREAT_LAKES,Great Lakes,42.43443056,-79.46226176,SECC,13.7,3.1,2,N,3.2,3,10:59,,,,
4/24/2024,2011592,NGL_NY-10050,LEA20_NY-10028,1,6/5/2020,NY,GREAT_LAKES,Great Lakes,42.38062268,-79.55862736,SECC,18.5,3.2,3,N,3.3,3.1,9:24,,,,
4/24/2024,2011592,NGL_NY-10050,LEA20_NY-10028,1,6/5/2020,NY,GREAT_LAKES,Great Lakes,42.38062268,-79.55862736,SECC,18.5,3.2,2,N,3.3,3.1,9:24,,,,
4/24/2024,2011592,NGL_NY-10050,LEA20_NY-10028,1,6/5/2020,NY,GREAT_LAKES,Great Lakes,42.38062268,-79.55862736,SECC,18.5,3.2,1,N,3.3,3.1,9:24,,,,
4/24/2024,2011593,NGL_PA-10003,LEA20_PA-10009,1,6/5/2020,PA,GREAT_LAKES,Great Lakes,42.06974131,-80.31380346,SECC,13.7,4.84,2,N,5,4.5,13:55,,,,
4/24/2024,2011593,NGL_PA-10003,LEA20_PA-10009,1,6/5/2020,PA,GREAT_LAKES,Great Lakes,42.06974131,-80.31380346,SECC,13.7,4.84,3,N,5.25,4.5,13:55,,,,
4/24/2024,2011593,NGL_PA-10003,LEA20_PA-10009,1,6/5/2020,PA,GREAT_LAKES,Great Lakes,42.06974131,-80.31380346,SECC,13.7,4.84,1,N,5,4.8,13:55,,,,
4/24/2024,2011594,NGL_PA-10004,LEA20_PA-10005,1,6/5/2020,PA,GREAT_LAKES,Great Lakes,42.18360105,-79.9833733,SECC,2.2,2.2,1,Y,2.2,2.2,9:06,,,,
4/24/2024,2011595,NGL_PA-10007,LEA20_PA-10008,1,7/26/2020,PA,GREAT_LAKES,Great Lakes,42.18001545,-80.0659359,SECC,11.2,4.15,3,N,4.2,4.1,17:04,,,,
4/24/2024,2011595,NGL_PA-10007,LEA20_PA-10008,1,7/26/2020,PA,GREAT_LAKES,Great Lakes,42.18001545,-80.0659359,SECC,11.2,4.15,1,N,4.2,4.1,17:04,,,,
4/24/2024,2011595,NGL_PA-10007,LEA20_PA-10008,1,7/26/2020,PA,GREAT_LAKES,Great Lakes,42.18001545,-80.0659359,SECC,11.2,4.15,2,N,4.2,4.1,17:04,,,,
4/24/2024,2011596,NGL_MI-10001,NGL20_MI-10130,1,6/5/2020,MI,GREAT_LAKES,Great Lakes,47.38863854,-87.92476313,SECC,10.6,6.13,3,N,6.6,5.7,9:54,,,,
4/24/2024,2011596,NGL_MI-10001,NGL20_MI-10130,1,6/5/2020,MI,GREAT_LAKES,Great Lakes,47.38863854,-87.92476313,SECC,10.6,6.13,1,N,6.3,5.8,9:54,,,,
4/24/2024,2011596,NGL_MI-10001,NGL20_MI-10130,1,6/5/2020,MI,GREAT_LAKES,Great Lakes,47.38863854,-87.92476313,SECC,10.6,6.13,2,N,6.6,5.8,9:54,,,,
4/24/2024,2011597,NGL_IN-10015,NGL20_IN-10002,1,6/5/2020,IN,GREAT_LAKES,Great Lakes,41.62668393,-87.26838617,SECC,10.5,3.38,3,N,3.5,3.3,9:15,,,,
4/24/2024,2011597,NGL_IN-10015,NGL20_IN-10002,1,6/5/2020,IN,GREAT_LAKES,Great Lakes,41.62668393,-87.26838617,SECC,10.5,3.38,1,N,3.5,3.3,9:15,,,,
4/24/2024,2011597,NGL_IN-10015,NGL20_IN-10002,1,6/5/2020,IN,GREAT_LAKES,Great Lakes,41.62668393,-87.26838617,SECC,10.5,3.38,2,N,3.5,3.2,9:15,,,,
4/24/2024,2011598,NGL_IN-10016,NPA20-03,1,6/4/2020,IN,GREAT_LAKES,Great Lakes,41.64617794,-87.21721822,SECC,15.9,2.85,3,N,3,2.7,8:38,,,,
4/24/2024,2011598,NGL_IN-10016,NPA20-03,1,6/4/2020,IN,GREAT_LAKES,Great Lakes,41.64617794,-87.21721822,SECC,15.9,2.85,2,N,3,2.7,8:38,,,,
4/24/2024,2011598,NGL_IN-10016,NPA20-03,1,6/4/2020,IN,GREAT_LAKES,Great Lakes,41.64617794,-87.21721822,SECC,15.9,2.85,1,N,3,2.7,8:38,,,,
4/24/2024,2011599,NGL_IN-10020,NPA20-11,1,6/4/2020,IN,GREAT_LAKES,Great Lakes,41.63545131,-87.26626901,SECC,14.7,3.15,3,N,3.3,3,13:36,,,,
4/24/2024,2011599,NGL_IN-10020,NPA20-11,1,6/4/2020,IN,GREAT_LAKES,Great Lakes,41.63545131,-87.26626901,SECC,14.7,3.15,1,N,3.3,3,13:36,,,,
4/24/2024,2011599,NGL_IN-10020,NPA20-11,1,6/4/2020,IN,GREAT_LAKES,Great Lakes,41.63545131,-87.26626901,SECC,14.7,3.15,2,N,3.3,3,13:36,,,,
4/24/2024,2011600,NCA_MS-10146,NCA20_MS-10011,1,6/5/2020,MS,MARINE,Gulf,30.33607437,-89.27787336,SECC,2,0.62,1,N,0.7,0.6,8:44,,,,
4/24/2024,2011600,NCA_MS-10146,NCA20_MS-10011,1,6/5/2020,MS,MARINE,Gulf,30.33607437,-89.27787336,SECC,2,0.62,2,N,0.6,0.5,8:44,,,,
4/24/2024,2011600,NCA_MS-10146,NCA20_MS-10011,1,6/5/2020,MS,MARINE,Gulf,30.33607437,-89.27787336,SECC,2,0.62,3,N,0.7,0.6,8:44,,,,
4/24/2024,2011601,NCA_MS-10171,NCA20_MS-10036,1,6/4/2020,MS,MARINE,Gulf,30.34796531,-89.28904042,SECC,1.9,0.65,1,N,0.7,0.6,9:17,,,,
4/24/2024,2011601,NCA_MS-10171,NCA20_MS-10036,1,6/4/2020,MS,MARINE,Gulf,30.34796531,-89.28904042,SECC,1.9,0.65,2,N,0.7,0.6,9:17,,,,
4/24/2024,2011601,NCA_MS-10171,NCA20_MS-10036,1,6/4/2020,MS,MARINE,Gulf,30.34796531,-89.28904042,SECC,1.9,0.65,3,N,0.7,0.6,9:17,,,,
4/24/2024,2011602,NGL_NY-10043,LEA20_NY-10021,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.72352075,-78.97153333,SECC,4.5,2.05,3,N,2.1,2,9:44,,,,
4/24/2024,2011602,NGL_NY-10043,LEA20_NY-10021,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.72352075,-78.97153333,SECC,4.5,2.05,2,N,2.1,2,9:44,,,,
4/24/2024,2011602,NGL_NY-10043,LEA20_NY-10021,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.72352075,-78.97153333,SECC,4.5,2.05,1,N,2.1,2,9:44,,,,
4/24/2024,2011603,NGL_NY-10046,LEA20_NY-10024,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.71355217,-79.06652446,SECC,16.4,6.15,3,N,6.2,6.1,10:34,,,,
4/24/2024,2011603,NGL_NY-10046,LEA20_NY-10024,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.71355217,-79.06652446,SECC,16.4,6.15,2,N,6.2,6.1,10:34,,,,
4/24/2024,2011603,NGL_NY-10046,LEA20_NY-10024,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.71355217,-79.06652446,SECC,16.4,6.15,1,N,6.2,6.1,10:34,,,,
4/24/2024,2011604,NGL_NY-10047,LEA20_NY-10025,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.68806164,-79.06101649,SECC,8.2,4.1,1,N,4.2,4,11:21,,,,
4/24/2024,2011604,NGL_NY-10047,LEA20_NY-10025,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.68806164,-79.06101649,SECC,8.2,4.1,2,N,4.2,4,11:21,,,,
4/24/2024,2011604,NGL_NY-10047,LEA20_NY-10025,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.68806164,-79.06101649,SECC,8.2,4.1,3,N,4.2,4,11:21,,,,
4/24/2024,2011605,NGL_NY-10040,LEA20_NY-10018,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.80711106,-78.91949012,SECC,12.2,6.46,1,N,6.5,6,11:06,,,,
4/24/2024,2011605,NGL_NY-10040,LEA20_NY-10018,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.80711106,-78.91949012,SECC,12.2,6.46,2,N,6.5,6.25,11:06,,,,
4/24/2024,2011605,NGL_NY-10040,LEA20_NY-10018,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.80711106,-78.91949012,SECC,12.2,6.46,3,N,7,6.5,11:06,,,,
4/24/2024,2011606,NGL_NY-10049,LEA20_NY-10027,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.84097984,-78.92801383,SECC,10.4,5.72,3,N,5.9,5.6,12:25,,,,
4/24/2024,2011606,NGL_NY-10049,LEA20_NY-10027,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.84097984,-78.92801383,SECC,10.4,5.72,1,N,5.9,5.6,12:25,,,,
4/24/2024,2011606,NGL_NY-10049,LEA20_NY-10027,1,6/7/2020,NY,GREAT_LAKES,Great Lakes,42.84097984,-78.92801383,SECC,10.4,5.72,2,N,5.8,5.5,12:25,,,,
4/24/2024,2011607,NGL_MI-10114,LEA20_MI-10016,1,6/8/2020,MI,GREAT_LAKES,Great Lakes,41.97483484,-83.18952786,SECC,6.7,3.58,2,N,3.7,3.6,11:47,,,,
4/24/2024,2011607,NGL_MI-10114,LEA20_MI-10016,1,6/8/2020,MI,GREAT_LAKES,Great Lakes,41.97483484,-83.18952786,SECC,6.7,3.58,1,N,3.6,3.5,11:47,,,,
4/24/2024,2011607,NGL_MI-10114,LEA20_MI-10016,1,6/8/2020,MI,GREAT_LAKES,Great Lakes,41.97483484,-83.18952786,SECC,6.7,3.58,3,N,3.6,3.5,11:47,,,,
4/24/2024,2011608,NGL_NY-10038,LEA20_NY-10016,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.59200641,-79.20253168,SECC,19.2,5.6,1,N,6,5.4,9:35,,,,
4/24/2024,2011608,NGL_NY-10038,LEA20_NY-10016,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.59200641,-79.20253168,SECC,19.2,5.6,3,N,5.9,5.3,9:35,,,,
4/24/2024,2011608,NGL_NY-10038,LEA20_NY-10016,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.59200641,-79.20253168,SECC,19.2,5.6,2,N,5.8,5.2,9:35,,,,
4/24/2024,2011609,NGL_NY-10041,LEA20_NY-10019,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.56247141,-79.19311945,SECC,13.4,6.03,2,N,6.1,5.8,10:28,,,,
4/24/2024,2011609,NGL_NY-10041,LEA20_NY-10019,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.56247141,-79.19311945,SECC,13.4,6.03,3,N,6.3,5.8,10:28,,,,
4/24/2024,2011609,NGL_NY-10041,LEA20_NY-10019,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.56247141,-79.19311945,SECC,13.4,6.03,1,N,6.3,5.9,10:28,,,,
4/24/2024,2011610,NGL_NY-10039,LEA20_NY-10017,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.54413266,-79.29669205,SECC,19.5,5.2,3,N,5.3,5.1,8:11,,,,
4/24/2024,2011610,NGL_NY-10039,LEA20_NY-10017,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.54413266,-79.29669205,SECC,19.5,5.2,2,N,5.3,5.1,8:11,,,,
4/24/2024,2011610,NGL_NY-10039,LEA20_NY-10017,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.54413266,-79.29669205,SECC,19.5,5.2,1,N,5.3,5.1,8:11,,,,
4/24/2024,2011611,NGL_NY-10042,LEA20_NY-10020,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.5352106,-79.28595705,SECC,18.8,5.9,2,N,6,5.8,8:53,,,,
4/24/2024,2011611,NGL_NY-10042,LEA20_NY-10020,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.5352106,-79.28595705,SECC,18.8,5.9,3,N,6,5.8,8:53,,,,
4/24/2024,2011611,NGL_NY-10042,LEA20_NY-10020,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.5352106,-79.28595705,SECC,18.8,5.9,1,N,6,5.8,8:53,,,,
4/24/2024,2011612,NGL_MI-10115,LEA20_MI-10017,1,6/8/2020,MI,GREAT_LAKES,Great Lakes,41.9567013,-83.23419365,SECC,6.5,3.27,2,N,3.4,3,11:14,,,,
4/24/2024,2011612,NGL_MI-10115,LEA20_MI-10017,1,6/8/2020,MI,GREAT_LAKES,Great Lakes,41.9567013,-83.23419365,SECC,6.5,3.27,3,N,3.4,3.3,11:14,,,,
4/24/2024,2011612,NGL_MI-10115,LEA20_MI-10017,1,6/8/2020,MI,GREAT_LAKES,Great Lakes,41.9567013,-83.23419365,SECC,6.5,3.27,1,N,3.3,3.2,11:14,,,,
4/24/2024,2011613,NGL_NY-10045,LEA20_NY-10023,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.51903668,-79.36219497,SECC,20.3,5.4,2,N,5.5,5.3,9:39,,,,
4/24/2024,2011613,NGL_NY-10045,LEA20_NY-10023,1,6/8/2020,NY,GREAT_LAKES,Great Lakes,42.51903668,-79.36219497,SECC,20.3,5.4,3,N,5.5,5.3,9:39,,,,
