PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,WTBDY_TYPE,NCCA_REG,LAT_DD,LON_DD,SAMPLE_TYPE,STATION_DEPTH,CAST,DEPTH,CONDUCTIVITY,DO,PH,SALINITY,LIGHT_AMB,LIGHT_UW,TEMPERATURE,MAX_DEPTH_SALINITY,LINE,NARS_FLAG,NARS_COMMENT
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,DOWN,9,285,10.27,8.31,,1952,11.29,15.1,,11,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,DOWN,10,284.8,10.18,8.3,,1943,11.66,15,,12,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,DOWN,12.75,282.3,9.21,8.03,,1932,7.357,12.3,,15,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,12.75,282.3,9.21,8.03,,1932,5.049,12.3,,16,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,10,284.2,10.13,8.23,,1922,1.165,14.9,,19,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,9,284.9,10.25,8.29,,1941,7.52,15.1,,20,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,8,285.1,10.27,8.3,,1940,10.67,15.1,,21,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,7,285.3,10.28,8.31,,1938,17.75,15.1,,22,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,6,285.7,10.28,8.32,,1940,27.01,15.1,,23,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,5,286.5,10.29,8.31,,1938,46.24,15.3,,24,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,4,288.5,10.32,8.31,,1923,93.69,15.4,,25,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,3,288.6,10.42,8.32,,1933,181.1,15.6,,26,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,2,288.9,10.47,8.34,,1946,448.4,15.9,,27,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,1,288.9,10.44,8.34,,1930,823.2,16.1,,28,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,0.5,289,10.43,8.34,,1920,1164,16.2,,29,,
4/24/2024,2011569,NGL_OH-10033,LEA20_OH-10045,6/1/2020,1,OH,Great Lakes,Great Lakes,41.50376802,-82.16213358,HYDRO,13.2,UP,0.1,289,10.43,8.34,,1927,1774,16.2,,30,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,DOWN,0.1,321.4,9.2,7.96,,1968,929,18.1,,1,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,DOWN,0.5,321.6,9.2,8.05,,1964,355.9,17.8,,2,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,DOWN,1,321.8,9.2,8.06,,1965,145.3,17.7,,3,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,DOWN,2,322.1,9.1,8.06,,1994,13.03,17.6,,4,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,DOWN,3,322.3,9.1,8.04,,1971,1.669,17.5,,5,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,DOWN,4,322.1,9,8.04,,1982,0.339,17.3,,6,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,DOWN,5,322.2,8.9,8.03,,2004,0.0473,17.3,,7,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,DOWN,5.7,322.4,8.9,8.03,,1985,,17.3,,8,Q,at this depth for this site:  Underwater light measurement not available .
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,UP,5.7,322.4,8.9,8.03,,1974,0.01971,17.3,,9,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,UP,5,322.1,8.9,8.02,,1973,0.04336,17.3,,10,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,UP,4,322,9,8.03,,1967,0.2799,17.3,,11,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,UP,3,322.2,9,8.04,,1960,1.537,17.3,,12,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,UP,2,322.1,9.1,8.05,,1961,9.525,17.4,,13,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,UP,1,321.3,9.2,8.06,,1960,80.51,17.6,,14,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,UP,0.5,321,9.3,8.08,,1985,624.8,17.9,,15,,
4/24/2024,2011571,NGL_OH-10041,LEA20_OH-10053,6/1/2020,1,OH,Great Lakes,Great Lakes,41.74255355,-83.30739305,HYDRO,6.2,UP,0.1,320.8,9.3,8.1,,1987,853.4,18,,16,,
4/24/2024,2011572,NGL_MI-10110,LEA20_MI-10012,6/2/2020,1,MI,Great Lakes,Great Lakes,41.81174893,-83.41830237,HYDRO,3.3,DOWN,0.1,350.9,8.27,8.05,,1458,587.3,17,,1,,
4/24/2024,2011572,NGL_MI-10110,LEA20_MI-10012,6/2/2020,1,MI,Great Lakes,Great Lakes,41.81174893,-83.41830237,HYDRO,3.3,DOWN,0.5,351,8.17,7.94,,835.6,25.35,16.9,,2,,
4/24/2024,2011572,NGL_MI-10110,LEA20_MI-10012,6/2/2020,1,MI,Great Lakes,Great Lakes,41.81174893,-83.41830237,HYDRO,3.3,DOWN,1,351,8.15,7.93,,643.2,8.114,16.9,,3,,
4/24/2024,2011572,NGL_MI-10110,LEA20_MI-10012,6/2/2020,1,MI,Great Lakes,Great Lakes,41.81174893,-83.41830237,HYDRO,3.3,DOWN,2,351,8.14,7.92,,1619,1.086,16.9,,4,,
4/24/2024,2011572,NGL_MI-10110,LEA20_MI-10012,6/2/2020,1,MI,Great Lakes,Great Lakes,41.81174893,-83.41830237,HYDRO,3.3,DOWN,2.8,351,8.14,7.92,,1008,0.09657,16.9,,5,,
4/24/2024,2011572,NGL_MI-10110,LEA20_MI-10012,6/2/2020,1,MI,Great Lakes,Great Lakes,41.81174893,-83.41830237,HYDRO,3.3,UP,2.8,351,8.13,7.92,,1162,0.1045,16.9,,6,,
4/24/2024,2011572,NGL_MI-10110,LEA20_MI-10012,6/2/2020,1,MI,Great Lakes,Great Lakes,41.81174893,-83.41830237,HYDRO,3.3,UP,2,351,8.13,7.92,,767.3,0.9263,16.9,,7,,
4/24/2024,2011572,NGL_MI-10110,LEA20_MI-10012,6/2/2020,1,MI,Great Lakes,Great Lakes,41.81174893,-83.41830237,HYDRO,3.3,UP,1,351.1,8.15,7.92,,714.4,718.6,16.9,,8,,
4/24/2024,2011572,NGL_MI-10110,LEA20_MI-10012,6/2/2020,1,MI,Great Lakes,Great Lakes,41.81174893,-83.41830237,HYDRO,3.3,UP,0.5,351,8.16,7.92,,718.6,30.93,17,,9,,
4/24/2024,2011572,NGL_MI-10110,LEA20_MI-10012,6/2/2020,1,MI,Great Lakes,Great Lakes,41.81174893,-83.41830237,HYDRO,3.3,UP,0.1,351.1,8.16,7.93,,730.2,94.6,16.9,,10,,
4/24/2024,2011573,NGL_OH-10044,LEA20_OH-10056,6/2/2020,1,OH,Great Lakes,Great Lakes,41.74892207,-83.37976257,HYDRO,3,DOWN,0.1,422.7,7.3,7.89,,1792,355.9,18.7,,1,,
4/24/2024,2011573,NGL_OH-10044,LEA20_OH-10056,6/2/2020,1,OH,Great Lakes,Great Lakes,41.74892207,-83.37976257,HYDRO,3,DOWN,0.5,422.9,7.2,7.85,,422.1,9.665,18.9,,2,,
4/24/2024,2011573,NGL_OH-10044,LEA20_OH-10056,6/2/2020,1,OH,Great Lakes,Great Lakes,41.74892207,-83.37976257,HYDRO,3,DOWN,1,422.3,7.2,7.84,,401.9,3.599,18.9,,3,,
4/24/2024,2011573,NGL_OH-10044,LEA20_OH-10056,6/2/2020,1,OH,Great Lakes,Great Lakes,41.74892207,-83.37976257,HYDRO,3,DOWN,2,421.7,7.16,7.84,,379.9,0.1399,18.9,,4,,
4/24/2024,2011573,NGL_OH-10044,LEA20_OH-10056,6/2/2020,1,OH,Great Lakes,Great Lakes,41.74892207,-83.37976257,HYDRO,3,DOWN,2.5,420,7.19,7.84,,364.1,0.2858,18.8,,5,,
4/24/2024,2011573,NGL_OH-10044,LEA20_OH-10056,6/2/2020,1,OH,Great Lakes,Great Lakes,41.74892207,-83.37976257,HYDRO,3,UP,2.5,420,7.21,7.84,,377.6,0.06504,18.8,,6,,
4/24/2024,2011573,NGL_OH-10044,LEA20_OH-10056,6/2/2020,1,OH,Great Lakes,Great Lakes,41.74892207,-83.37976257,HYDRO,3,UP,2,422.1,7.18,7.84,,364.1,0.1104,18.8,,7,,
4/24/2024,2011573,NGL_OH-10044,LEA20_OH-10056,6/2/2020,1,OH,Great Lakes,Great Lakes,41.74892207,-83.37976257,HYDRO,3,UP,1,422.1,7.15,7.83,,354.3,2.034,18.9,,8,,
4/24/2024,2011573,NGL_OH-10044,LEA20_OH-10056,6/2/2020,1,OH,Great Lakes,Great Lakes,41.74892207,-83.37976257,HYDRO,3,UP,0.5,422.6,7.14,7.82,,365.5,8.368,18.9,,9,,
4/24/2024,2011573,NGL_OH-10044,LEA20_OH-10056,6/2/2020,1,OH,Great Lakes,Great Lakes,41.74892207,-83.37976257,HYDRO,3,UP,0.1,422.6,7.13,7.82,,383.4,43.36,18.9,,10,,
4/24/2024,2011574,NGL_MI-10109,LEA20_MI-10011,6/2/2020,1,MI,Great Lakes,Great Lakes,41.74090784,-83.45418866,HYDRO,1.3,DOWN,0.1,510,9.64,8.42,,1881,240.4,20.3,,1,,
4/24/2024,2011574,NGL_MI-10109,LEA20_MI-10011,6/2/2020,1,MI,Great Lakes,Great Lakes,41.74090784,-83.45418866,HYDRO,1.3,DOWN,0.5,506,9.76,8.43,,1884,32.22,20.2,,2,,
4/24/2024,2011574,NGL_MI-10109,LEA20_MI-10011,6/2/2020,1,MI,Great Lakes,Great Lakes,41.74090784,-83.45418866,HYDRO,1.3,DOWN,0.8,506,9.66,8.39,,1880,12.21,20.1,,3,,
4/24/2024,2011574,NGL_MI-10109,LEA20_MI-10011,6/2/2020,1,MI,Great Lakes,Great Lakes,41.74090784,-83.45418866,HYDRO,1.3,UP,0.8,504,9.62,8.39,,1880,9.608,20.1,,4,,
4/24/2024,2011574,NGL_MI-10109,LEA20_MI-10011,6/2/2020,1,MI,Great Lakes,Great Lakes,41.74090784,-83.45418866,HYDRO,1.3,UP,0.5,497,9.5,8.37,,1883,33.45,20,,5,,
4/24/2024,2011574,NGL_MI-10109,LEA20_MI-10011,6/2/2020,1,MI,Great Lakes,Great Lakes,41.74090784,-83.45418866,HYDRO,1.3,UP,0.1,495.1,9.53,8.33,,1895,238.5,20.1,,6,,
4/24/2024,2011576,NGL_MI-10002,NGL20_MI-10131,6/2/2020,1,MI,Great Lakes,Great Lakes,46.53290732,-87.38956934,HYDRO,2.2,DOWN,0.1,108.6,12.5,8.26,,1306,1451,8.5,,1,,
4/24/2024,2011576,NGL_MI-10002,NGL20_MI-10131,6/2/2020,1,MI,Great Lakes,Great Lakes,46.53290732,-87.38956934,HYDRO,2.2,DOWN,0.5,107.2,12.6,7.99,,1343,1122,7.7,,2,,
4/24/2024,2011576,NGL_MI-10002,NGL20_MI-10131,6/2/2020,1,MI,Great Lakes,Great Lakes,46.53290732,-87.38956934,HYDRO,2.2,DOWN,1,107.4,12.6,7.95,,1356,719.5,7.7,,3,,
4/24/2024,2011576,NGL_MI-10002,NGL20_MI-10131,6/2/2020,1,MI,Great Lakes,Great Lakes,46.53290732,-87.38956934,HYDRO,2.2,DOWN,1.8,108.1,12.7,7.93,,1431,684.4,7.5,,4,,
4/24/2024,2011576,NGL_MI-10002,NGL20_MI-10131,6/2/2020,1,MI,Great Lakes,Great Lakes,46.53290732,-87.38956934,HYDRO,2.2,UP,1.8,108.3,12.7,7.92,,1400,749.2,7.5,,5,,
4/24/2024,2011576,NGL_MI-10002,NGL20_MI-10131,6/2/2020,1,MI,Great Lakes,Great Lakes,46.53290732,-87.38956934,HYDRO,2.2,UP,1,107.2,12.5,7.92,,1375,898.2,7.5,,6,,
4/24/2024,2011576,NGL_MI-10002,NGL20_MI-10131,6/2/2020,1,MI,Great Lakes,Great Lakes,46.53290732,-87.38956934,HYDRO,2.2,UP,0.5,106.4,12.5,7.9,,1412,1215,7.7,,7,,
4/24/2024,2011576,NGL_MI-10002,NGL20_MI-10131,6/2/2020,1,MI,Great Lakes,Great Lakes,46.53290732,-87.38956934,HYDRO,2.2,UP,0.1,110.5,12.5,7.89,,1475,1466,8,,8,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,0.1,310.1,11.2,8.44,,1935,1862,14.9,,1,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,0.5,309.7,11.2,8.43,,1953,1316,14.9,,2,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,1,309.7,11.2,8.42,,1977,1143,14.9,,3,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,2,309.8,11.2,8.41,,1981,921.5,14.8,,4,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,3,309.9,11.2,8.4,,1992,522.9,14.8,,5,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,4,310.1,11.3,8.41,,1987,337,14.5,,6,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,5,309.6,11.3,8.4,,1981,174.7,14.4,,7,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,6,309.1,11.3,8.4,,1971,135.7,14.4,,8,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,7,308.9,11.3,8.4,,2005,93.78,14.3,,9,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,8,308.7,11.3,8.4,,1992,60.15,14.3,,10,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,9,308.9,11.3,8.39,,1995,42.64,14.2,,11,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,10,309.7,11.2,8.39,,1977,30.31,14.2,,12,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,DOWN,11.7,311.5,11.2,8.37,,1968,18.27,14.1,,13,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,11.7,311.2,11.1,8.37,,2003,16.9,13.9,,14,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,10,309.7,11.2,8.4,,1967,29.83,14.2,,15,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,9,308.9,11.3,8.5,,1971,45.86,14.2,,16,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,8,308.6,11.3,8.5,,1957,63.63,14.3,,17,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,7,308.8,11.3,8.5,,1973,100.1,14.3,,18,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,6,309.2,11.3,8.6,,1957,138.8,14.3,,19,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,5,309.5,11.3,8.6,,2015,191.1,14.4,,20,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,4,310.1,11.3,8.6,,1998,291.1,14.5,,21,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,3,309.5,11.3,8.5,,1995,476.5,14.6,,22,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,2,309.3,11.2,8.5,,2002,704.8,14.8,,23,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,1,309.2,11.2,8.5,,2009,938,14.9,,24,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,0.5,309.2,11.2,8.5,,1986,1619,14.9,,25,,
4/24/2024,2011577,NGL_IN-10018,NPA20-07,6/2/2020,1,IN,Great Lakes,Great Lakes,41.63290784,-87.21622632,HYDRO,12.2,UP,0.1,309.2,11.2,8.5,,1978,1553,15,,26,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,DOWN,0.1,335.5,9.1,8.2,,387.4,138.5,19.2,,1,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,DOWN,0.5,335.7,9.15,8.12,,439.4,32.66,19.1,,2,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,DOWN,1,335.8,9.16,8.1,,418.8,14.98,19.1,,3,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,DOWN,2,331,9.14,8.09,,404.4,1.861,19.1,,4,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,DOWN,3,322.2,9.11,8.1,,422,0.3764,18.9,,5,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,DOWN,4,310,9.09,8.12,,346.5,0.1183,18.6,,6,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,DOWN,5,306,9.05,8.14,,343.5,0.02365,18.2,,7,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,DOWN,6,304.4,8.73,8.09,,318,0.03942,17.8,,8,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,UP,6,304.4,8.68,8.09,,318.1,0,17.8,,9,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,UP,5,305.8,8.98,8.1,,324.8,0.01971,17.8,,10,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,UP,4,311.2,9.06,8.15,,300,0.1183,18.2,,11,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,UP,3,322.3,9.1,8.14,,315.5,0.2602,18.5,,12,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,UP,2,330.8,9.14,8.13,,298.5,1.794,18.8,,13,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,UP,1,334.7,9.17,8.12,,285.6,11.61,19,,14,,
4/24/2024,2011579,NGL_OH-10046,LEA20_OH-10058,6/3/2020,1,OH,Great Lakes,Great Lakes,41.7180523,-83.29215772,HYDRO,6.5,UP,0.5,335.3,9.2,8.12,,305.4,21.95,19.1,,15,,
