Sample/Labslip ID,Sample Status,Primary Lab,Primary Lab Id,Analysis Lab ID,Analysis Lab Name,Id #,Site Description,Id Point #,Field #,Collection Start Date/Time,Collection End Date/Time,Account #,Account Description,Program Code,Sample Description,Sample Location,Sample Collector,Sample Source,Region,County,County Name,District,Sample Reason,Project Code,Waterbody ID #,Sample Depth,Type of Sample (QC),Check Date,DNR Parameter Code,DNR Parameter Description,Analyte Code,Method,Result Qualifier,Result value,Numeric Value,Units,LOD,LOQ,Lower Reporting Limit,Upper Reporting Limit,Decimal Places,Sig Figs,Sample Comment,Result Comment,Lab Comment (Analysis),Enforcement Code,NR140 Enforcement Standard,NR140 Preventive Action Limit,Date Received by Lab,Date Reported by Lab,Analysis Date/Time,Analysis ID,File Batch Seq #,Processed Batch Seq #,Report to Name,Report to Address,"Report to City, State, Zip",Creation Date,Creation User Id,Last Update Date,Last Update User Id,Creation Date1,Creation User Id1,Last Update Date1,Last Update User
798548002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,103,,367699728,LSNS-1-6,6/24/25 11:11,6/24/25 11:11,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - W OF BRULE R (STATION 103),ELLEN COONEY,SU,7,16,Douglas,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSSLL~C-009,SM2540D,Valid Result,9.56,9.56,MG/L,0.7,0.7,,,2,3,Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 06/26/25 1521,,,, , ,6/26/25 10:47,7/9/25 10:10,6/30/25 15:45,13851317,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798690001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10060164,,368916689,LSNS-1-SEACAVES,6/24/25 9:15,6/24/25 9:15,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR-SEA CAVES,MATT HUDSON,SU,,,,,,CO_04_CMP25,,1F,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSSLL~C-009,SM2540D,Below LOD,ND,,MG/L,0.5,0.5,,,0,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM,,,, , ,6/26/25 11:30,7/9/25 10:31,6/30/25 15:45,13851434,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798690002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10058871,,368351312,LSNS-1-16,6/24/25 10:05,6/24/25 10:05,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR LITTLE SAND BAY,MATT HUDSON,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,1F,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSSLL~C-009,SM2540D,Valid Result,0.576,0.576,MG/L,0.5,0.5,,,3,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM,,,, , ,6/26/25 11:30,7/9/25 10:31,6/30/25 15:45,13851439,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798690003,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10038061,,368351474,LSNS-1-17,6/24/25 11:20,6/24/25 11:20,GL070,GREAT LAKES MONITORING,WT,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR RED CLIFF BAY,MATT HUDSON,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,1F,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSSLL~C-009,SM2540D,Valid Result,0.51,0.51,MG/L,0.5,0.5,,,3,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM,,,, , ,6/26/25 11:30,7/9/25 10:31,6/30/25 15:45,13851444,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798574001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,101,,367697708,LSNS-1-3-BL,6/24/25 11:44,6/24/25 11:44,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR,LAKE SUPERIOR - N.E. POPLAR RIVER (STATION 101),ELLEN COONEY,SU,7,16,Douglas,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Below LOD,ND,,MG/L,0.0027,0.009,,,0,3,,,,, , ,6/26/25 13:52,7/9/25 10:10,7/2/25 14:34,13851061,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798574002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,101,,367697708,LSNS-1-3-DUP,6/24/25 11:44,6/24/25 11:44,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - N.E. POPLAR RIVER (STATION 101),ELLEN COONEY,SU,7,16,Douglas,,,CO_04_CMP25,2751220,6I,5,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Valid Result,0.0123,0.0123,MG/L,0.0027,0.009,,,4,3,,,,, , ,6/26/25 13:52,7/9/25 10:10,7/2/25 14:36,13851067,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798574003,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,101,,367697708,LSNS-1-3,6/24/25 11:44,6/24/25 11:44,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - N.E. POPLAR RIVER (STATION 101),ELLEN COONEY,SU,7,16,Douglas,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Valid Result,0.0122,0.0122,MG/L,0.0027,0.009,,,4,3,,,,, , ,6/26/25 13:52,7/9/25 10:10,7/2/25 14:37,13851073,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798532001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052513,,368351466,LSNS-1-14,6/24/25 8:20,6/24/25 8:20,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE GRAB,LAKE SUPERIOR - SISKIWIT BAY (STATION 10052513),MATT HUDSON,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,1F,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00408,0.00408,MG/L,0.0027,0.009,,,5,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 06/26/25 1454,,,, , ,6/26/25 11:25,7/9/25 10:10,7/2/25 14:11,13851263,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798532002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10044195,,368351468,LSNS-1-19,6/24/25 14:10,6/24/25 14:10,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,NC CHEQ BAY SITE 1,MATT HUDSON,SU,7,2,Ashland,,,CO_04_CMP25,2751220,1F,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Valid Result,0.0122,0.0122,MG/L,0.0027,0.009,,,4,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 06/26/25 1455,,,, , ,6/26/25 11:25,7/9/25 10:10,7/2/25 14:12,13851269,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798532003,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,115,,368351302,LSNS-1-20,6/24/25 8:20,6/24/25 8:20,GL070,GREAT LAKES MONITORING,WT,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR AT BAD RIVER,MATT HUDSON,SU,7,2,Ashland,,,CO_04_CMP25,2751220,1F,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Valid Result,0.0157,0.0157,MG/L,0.0027,0.009,,,4,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 06/26/25 1459,,,, , ,6/26/25 11:25,7/9/25 10:10,7/2/25 14:14,13851275,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798536001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052510,,367699734,LSNS-1-9,6/24/25 9:26,6/24/25 9:26,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - E. OF FLAG RIVER STATION (10052510),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00467,0.00467,MG/L,0.0027,0.009,,,5,3,Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 06/26/25 1513,,,, , ,6/26/25 11:35,7/9/25 10:10,7/2/25 14:24,13851281,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798545001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10038057,,367699740,LSNS-1-12,6/24/25 8:51,6/24/25 8:51,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - BARK BAY POINT CLAY BLUFFS (STATION 10038057),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00465,0.00465,MG/L,0.0027,0.009,,,5,3,,,,, , ,6/26/25 11:58,7/9/25 10:10,7/2/25 14:25,13851288,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798545002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052505,,367697714,LSNS-1-7,6/24/25 10:46,6/24/25 10:46,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - WEST OF DOUGLAS CO LINE (STATION 10052505),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00879,0.00879,MG/L,0.0027,0.009,,,5,3,,,,, , ,6/26/25 11:58,7/9/25 10:10,7/2/25 14:27,13851294,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798545003,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052587,,367697720,LSNS-1-8,6/24/25 10:08,6/24/25 10:08,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - E IRON RIVER (STATION 10052587),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Valid Result,0.0107,0.0107,MG/L,0.0027,0.009,,,4,3,,,,, , ,6/26/25 11:58,7/9/25 10:10,7/2/25 14:29,13851300,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798548001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10040814,,367697726,LSNS-1-1,6/24/25 12:26,6/24/25 12:26,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR- POINT OFF SCHAFFER BEACH 3.6 M CONTOUR (STATION 10040814),ELLEN COONEY,SU,7,16,Douglas,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Valid Result,0.0116,0.0116,MG/L,0.0027,0.009,,,4,3,Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 06/26/25 1520,,,, , ,6/26/25 10:47,7/9/25 10:10,7/2/25 14:30,13851306,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798548002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,103,,367699728,LSNS-1-6,6/24/25 11:11,6/24/25 11:11,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - W OF BRULE R (STATION 103),ELLEN COONEY,SU,7,16,Douglas,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Valid Result,0.025,0.025,MG/L,0.0027,0.009,,,4,3,Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 06/26/25 1521,,,, , ,6/26/25 10:47,7/9/25 10:10,7/2/25 14:32,13851313,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
798690001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10060164,,368916689,LSNS-1-SEACAVES,6/24/25 9:15,6/24/25 9:15,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR-SEA CAVES,MATT HUDSON,SU,,,,,,CO_04_CMP25,,1F,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00404,0.00404,MG/L,0.0027,0.009,,,5,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM,,,, , ,6/26/25 11:30,7/9/25 10:31,7/2/25 14:52,13851432,1354329,579541,COONEE,,,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1,7/9/25 11:14,LDES_DBL1
