"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"lksblwq  ","P",04/07/2025 17:45,0,0,"",17.0,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.08,<0> ,0.0,<3> ,"",<-1> ,"","",8.3,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 18:00,0,0,"",17.0,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.08,<0> ,0.0,<3> ,"",<-1> ,"","",8.3,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 18:15,0,0,"",17.1,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.08,<0> ,0.0,<3> ,"",<-1> ,"","",8.3,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 18:30,0,0,"",17.1,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.08,<0> ,0.0,<3> ,"",<-1> ,"","",8.3,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 18:45,0,0,"",17.1,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.01,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 19:00,0,0,"",17.1,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.01,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 19:15,0,0,"",17.1,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 19:30,0,0,"",17.1,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 19:45,0,0,"",17.1,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 20:00,0,0,"",17.2,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 20:15,0,0,"",17.2,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 20:30,0,0,"",17.2,<0> ,0.34,<0> ,0.2,<0> ,98.4,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 20:45,0,0,"",17.2,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 21:00,0,0,"",17.2,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 21:15,0,0,"",17.2,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 21:30,0,0,"",17.1,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 21:45,0,0,"",17.1,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 22:00,0,0,"",17.1,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 22:15,0,0,"",17.1,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 22:30,0,0,"",17.0,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 22:45,0,0,"",17.0,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 23:00,0,0,"",17.0,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 23:15,0,0,"",16.9,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 23:30,0,0,"",16.9,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/07/2025 23:45,0,0,"",16.9,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 0:00,0,0,"",16.8,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 0:15,0,0,"",16.8,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 0:30,0,0,"",16.7,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.5,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 0:45,0,0,"",16.7,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.6,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 1:00,0,0,"",16.6,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.6,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 1:15,0,0,"",16.6,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.6,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 1:30,0,0,"",16.5,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.6,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 1:45,0,0,"",16.5,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.6,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 2:00,0,0,"",16.4,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.6,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 2:15,0,0,"",16.4,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.6,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 2:30,0,0,"",16.3,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.6,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 2:45,0,0,"",16.3,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.6,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 3:00,0,0,"",16.2,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.6,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 3:15,0,0,"",16.2,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.7,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 3:30,0,0,"",16.1,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.7,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 3:45,0,0,"",16.1,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.7,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 4:00,0,0,"",16.0,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.7,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 4:15,0,0,"",16.0,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.7,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 4:30,0,0,"",15.9,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.7,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 4:45,0,0,"",15.9,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.7,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 5:00,0,0,"",15.8,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.7,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 5:15,0,0,"",15.8,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.7,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 5:30,0,0,"",15.7,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 5:45,0,0,"",15.7,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 6:00,0,0,"",15.6,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 6:15,0,0,"",15.6,<0> ,0.34,<0> ,0.2,<0> ,98.2,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 6:30,0,0,"",15.5,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 6:45,0,0,"",15.5,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 7:00,0,0,"",15.5,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 7:15,0,0,"",15.7,<0> ,0.0,<0> ,0.0,<0> ,97.0,<0> ,9.7,<0> ,0.1,<0> ,0.01,<3> ,"",<-1> ,"","",6.8,<0> ,1,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 7:30,0,0,"",15.7,<0> ,0.0,<0> ,0.0,<0> ,97.4,<0> ,9.7,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",9.5,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 7:45,0,0,"",12.7,<0> ,0.0,<0> ,0.0,<0> ,97.7,<0> ,10.4,<0> ,0.08,<0> ,-0.01,<3> ,"",<-1> ,"","",9.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 8:00,0,0,"",15.5,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 8:15,0,0,"",15.5,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 8:30,0,0,"",15.5,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 8:45,0,0,"",15.5,<0> ,0.34,<0> ,0.2,<0> ,98.4,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 9:00,0,0,"",15.6,<0> ,0.34,<0> ,0.2,<0> ,98.4,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 9:15,0,0,"",15.6,<0> ,0.34,<0> ,0.2,<0> ,98.4,<0> ,9.8,<0> ,0.09,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 9:30,0,0,"",15.6,<0> ,0.34,<0> ,0.2,<0> ,98.4,<0> ,9.8,<0> ,0.09,<0> ,0.01,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 9:45,0,0,"",15.7,<0> ,0.34,<0> ,0.2,<0> ,98.4,<0> ,9.8,<0> ,0.08,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 10:00,0,0,"",15.7,<0> ,0.34,<0> ,0.2,<0> ,98.4,<0> ,9.8,<0> ,0.08,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 10:15,0,0,"",15.7,<0> ,0.34,<0> ,0.2,<0> ,98.4,<0> ,9.8,<0> ,0.08,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 10:30,0,0,"",15.8,<0> ,0.34,<0> ,0.2,<0> ,98.4,<0> ,9.8,<0> ,0.08,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 10:45,0,0,"",15.8,<0> ,0.34,<0> ,0.2,<0> ,98.4,<0> ,9.7,<0> ,0.08,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 11:00,0,0,"",15.8,<0> ,0.34,<0> ,0.2,<0> ,98.4,<0> ,9.7,<0> ,0.08,<0> ,0.01,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 11:15,0,0,"",15.9,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.7,<0> ,0.07,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 11:30,0,0,"",15.9,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.7,<0> ,0.07,<0> ,0.0,<3> ,"",<-1> ,"","",8.4,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 11:45,0,0,"",16.0,<0> ,0.34,<0> ,0.2,<0> ,98.3,<0> ,9.7,<0> ,0.07,<0> ,0.0,<3> ,"",<-1> ,"","",8.3,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 12:00,0,0,"",17.1,<0> ,0.33,<0> ,0.2,<0> ,97.3,<0> ,9.4,<0> ,0.07,<0> ,0.0,<3> ,"",<-1> ,"","",7.2,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 12:15,0,0,"",17.6,<0> ,0.0,<0> ,0.0,<0> ,97.4,<0> ,9.3,<0> ,0.07,<0> ,0.0,<3> ,"",<-1> ,"","",7.1,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 12:30,0,0,"",16.1,<0> ,0.0,<0> ,0.0,<0> ,98.2,<0> ,9.7,<0> ,0.07,<0> ,0.01,<3> ,"",<-1> ,"","",6.9,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 12:45,0,0,"",13.1,<0> ,0.0,<0> ,0.0,<0> ,98.0,<0> ,10.3,<0> ,0.07,<0> ,0.01,<3> ,"",<-1> ,"","",6.8,<0> ,0,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 13:00,0,1,"",3.7,<0> (CND),0.3,<0> (CND),0.1,<0> (CND),97.7,<0> (CND),12.9,<0> (CND),1.62,<0> (CND),1.56,<3> ,"",<-1> ,"","",7.9,<0> (CND),8,<0> (CND),"",<-1> ,
"lksblwq  ","P",04/08/2025 13:15,0,1,"",3.7,<0> ,0.3,<0> ,0.1,<0> ,97.2,<0> ,12.8,<0> ,1.62,<0> ,1.56,<3> ,"",<-1> ,"","",7.9,<0> ,8,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 13:30,0,1,"",3.6,<0> ,0.28,<0> ,0.1,<0> ,97.2,<0> ,12.9,<0> ,1.61,<0> ,1.55,<3> ,"",<-1> ,"","",7.9,<0> ,7,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 13:45,0,1,"",3.7,<0> ,0.28,<0> ,0.1,<0> ,98.2,<0> ,13.0,<0> ,1.6,<0> ,1.55,<3> ,"",<-1> ,"","",7.9,<0> ,8,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 14:00,0,1,"",3.7,<0> ,0.29,<0> ,0.1,<0> ,97.6,<0> ,12.9,<0> ,1.6,<0> ,1.55,<3> ,"",<-1> ,"","",7.9,<0> ,8,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 14:15,0,1,"",3.7,<0> ,0.29,<0> ,0.1,<0> ,97.5,<0> ,12.9,<0> ,1.59,<0> ,1.54,<3> ,"",<-1> ,"","",7.9,<0> ,7,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 14:30,0,1,"",3.8,<0> ,0.29,<0> ,0.1,<0> ,98.4,<0> ,13.0,<0> ,1.59,<0> ,1.54,<3> ,"",<-1> ,"","",8.0,<0> ,8,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 14:45,0,1,"",3.6,<0> ,0.25,<0> ,0.1,<0> ,101.1,<0> ,13.4,<0> ,1.6,<0> ,1.55,<3> ,"",<-1> ,"","",8.0,<0> ,7,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 15:00,0,1,"",3.6,<0> ,0.25,<0> ,0.1,<0> ,101.8,<0> ,13.5,<0> ,1.6,<0> ,1.56,<3> ,"",<-1> ,"","",8.1,<0> ,6,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 15:15,0,1,"",3.4,<0> ,0.25,<0> ,0.1,<0> ,100.6,<0> ,13.4,<0> ,1.61,<0> ,1.57,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 15:30,0,1,"",3.3,<0> ,0.26,<0> ,0.1,<0> ,100.3,<0> ,13.4,<0> ,1.61,<0> ,1.57,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 15:45,0,1,"",3.5,<0> ,0.25,<0> ,0.1,<0> ,101.0,<0> ,13.4,<0> ,1.61,<0> ,1.57,<3> ,"",<-1> ,"","",8.1,<0> ,6,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 16:00,0,1,"",3.5,<0> ,0.25,<0> ,0.1,<0> ,101.0,<0> ,13.4,<0> ,1.6,<0> ,1.56,<3> ,"",<-1> ,"","",8.1,<0> ,6,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 16:15,0,1,"",3.6,<0> ,0.25,<0> ,0.1,<0> ,101.8,<0> ,13.5,<0> ,1.59,<0> ,1.55,<3> ,"",<-1> ,"","",8.1,<0> ,6,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 16:30,0,1,"",3.5,<0> ,0.26,<0> ,0.1,<0> ,100.9,<0> ,13.4,<0> ,1.57,<0> ,1.53,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 16:45,0,1,"",3.8,<0> ,0.3,<0> ,0.1,<0> ,99.2,<0> ,13.1,<0> ,1.57,<0> ,1.53,<3> ,"",<-1> ,"","",8.0,<0> ,8,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 17:00,0,1,"",3.8,<0> ,0.3,<0> ,0.1,<0> ,99.1,<0> ,13.1,<0> ,1.57,<0> ,1.53,<3> ,"",<-1> ,"","",8.0,<0> ,7,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 17:15,0,1,"",3.8,<0> ,0.3,<0> ,0.1,<0> ,98.0,<0> ,12.9,<0> ,1.58,<0> ,1.54,<3> ,"",<-1> ,"","",7.9,<0> ,6,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 17:30,0,1,"",3.7,<0> ,0.29,<0> ,0.1,<0> ,99.0,<0> ,13.1,<0> ,1.6,<0> ,1.56,<3> ,"",<-1> ,"","",8.0,<0> ,7,<0> ,"",<-1> ,
"lksblwq  ","P",04/08/2025 17:45,0,1,"",3.7,<0> ,0.29,<0> ,0.1,<0> ,99.0,<0> ,13.1,<0> ,1.6,<0> ,1.57,<3> ,"",<-1> ,"","",8.0,<0> ,8,<0> ,"",<-1> ,
